EDR3Name,GLON,GLAT,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,RVDR2,e_RVDR2,e_BP-RP
Gaia EDR3 5522208747205631488,264.2107137947,-1.5540531365,130.78886218405,-44.94912623333,0.4954,0.0107,-4.404,0.011,3.032,0.012,13.113091,0.002764,0.807681,,,0.006684
Gaia EDR3 5522208815925128576,264.2213741413,-1.5399117904,130.81387644865,-44.94877463776,0.5612,0.0376,-4.344,0.037,2.951,0.041,16.268103,0.0028,1.339475,,,0.010008
Gaia EDR3 5522208884644592512,264.2026366847,-1.5253451757,130.81371527818,-44.92504671396,0.5144,0.0456,-4.359,0.051,2.89,0.049,16.667929,0.002833,1.377195,,,0.011073
Gaia EDR3 5522208914697209856,264.2049030233,-1.5796518058,130.75533627559,-44.96035791171,0.2968,0.0795,-4.311,0.082,3.282,0.094,17.773714,0.002984,1.642361,,,0.025561
Gaia EDR3 5522208919004305024,264.2061768429,-1.578581831,130.75763665665,-44.96069953749,0.4963,0.0315,-4.326,0.033,2.925,0.036,16.050808,0.002794,1.350761,,,0.008444
Gaia EDR3 5522208919004306432,264.2059784483,-1.5746126948,130.76187723664,-44.95809389553,0.3685,0.0545,-5.124,0.057,3.919,0.061,16.894127,0.002912,1.806313,,,0.01168
Gaia EDR3 5522208919004674048,264.211844536,-1.5819242726,130.75886125129,-44.96722023322,0.5098,0.0101,-4.406,0.01,3.242,0.012,12.628111,0.002759,0.794915,,,0.00663
Gaia EDR3 5522208949057193344,264.1993262877,-1.5539163334,130.77908470145,-44.94008705989,0.3131,0.1396,-4.303,0.137,3.396,0.188,18.523876,0.003352,1.708925,,,0.047465
Gaia EDR3 5522208953364045056,264.1962180139,-1.5558421497,130.77423458874,-44.93883152459,0.2981,0.046,-3.43,0.046,3.925,0.052,16.646034,0.002824,1.530479,,,0.01173
Gaia EDR3 5522208987723764480,264.1897545282,-1.5764173615,130.74572882805,-44.94644612131,0.3718,0.1956,-4.344,0.172,3.412,0.421,18.431261,0.005561,1.915107,,,0.295178
Gaia EDR3 5522208987723765504,264.1905328419,-1.5759067026,130.74697489264,-44.94674327557,0.5453,0.0115,-4.375,0.013,3.15,0.014,11.48775,0.002765,1.870705,27.18,0.27,0.006639
Gaia EDR3 5522208987723771520,264.1938675393,-1.573131849,130.75296637701,-44.94765409889,0.4965,0.0179,-4.488,0.019,3.102,0.021,14.460643,0.002763,1.034909,,,0.006908
Gaia EDR3 5522208987723774080,264.1946398532,-1.5677339278,130.75964065135,-44.94493034242,0.6346,0.0699,-4.324,0.071,2.887,0.082,17.439297,0.002918,1.736784,,,0.019103
Gaia EDR3 5522209017776193792,264.1803810713,-1.5512429131,130.76554259423,-44.92353736706,0.3921,0.0119,-4.334,0.012,3.009,0.014,13.236908,0.002761,0.815222,,,0.00668
Gaia EDR3 5522209017776455936,264.1841507842,-1.5599428294,130.75915926179,-44.93187186917,0.474,0.1447,-4.377,0.144,2.526,0.184,18.610468,0.003301,1.733164,,,0.050469
Gaia EDR3 5522209017776457088,264.186036681,-1.5550953184,130.76619020727,-44.93036328913,0.5056,0.0621,-4.386,0.066,2.769,0.069,17.34073,0.002965,1.600782,,,0.017241
Gaia EDR3 5522209022079934720,264.186012261,-1.5601037616,130.7606026042,-44.93343531384,0.3004,0.12,-4.374,0.127,3.604,0.162,18.367302,0.003237,1.697329,,,0.054093
Gaia EDR3 5522209022083510016,264.1866387351,-1.5593288054,130.76200989012,-44.93344976273,0.6014,0.0391,-4.497,0.041,2.911,0.043,16.428955,0.002812,1.439009,,,0.010483
Gaia EDR3 5522209022083888256,264.1851099661,-1.5606880494,130.75916687182,-44.9330862297,0.5427,0.0822,-4.253,0.093,2.875,0.092,17.830845,0.00303,1.633158,,,0.025884
Gaia EDR3 5522209052136416640,264.201158768,-1.5416882499,130.79427079488,-44.93397809932,0.5723,0.1648,-4.381,0.164,2.995,0.211,18.667086,0.003289,1.7689,,,0.04826
Gaia EDR3 5522209056443267200,264.1992590678,-1.5490991793,130.7843795198,-44.93706019982,0.5257,0.0212,-4.452,0.022,2.954,0.023,15.100387,0.002776,1.098227,,,0.007384
Gaia EDR3 5522209056443270144,264.2013197077,-1.5484777887,130.78686669907,-44.93829693017,0.5595,0.0168,-4.556,0.018,3.334,0.019,14.43992,0.002765,0.960115,,,0.006925
Gaia EDR3 5522209090803015552,264.1967377667,-1.5265290089,130.80725641579,-44.92114036368,0.4906,0.0226,-4.333,0.023,3.065,0.026,15.307722,0.00277,1.109649,,,0.007561
Gaia EDR3 5522209120855407104,264.1805323618,-1.5405538837,130.77755072941,-44.91705817085,0.489,0.0189,-4.368,0.021,2.982,0.021,14.835092,0.002767,1.000864,,,0.007368
Gaia EDR3 5522209120855407744,264.1837313757,-1.5421456465,130.77857029782,-44.92055656496,0.5217,0.0102,-4.363,0.011,3.083,0.012,11.890728,0.002761,1.766802,25.61,0.41,0.006647
Gaia EDR3 5522209120860806656,264.1815544178,-1.5431442698,130.77556356604,-44.91946106487,0.3851,0.1383,-4.392,0.151,2.872,0.174,18.449709,0.003315,1.688526,,,0.074527
Gaia EDR3 5522209125153336192,264.1845021681,-1.5494029812,130.77117849193,-44.92564280765,0.4828,0.1877,-4.129,0.204,2.85,0.237,18.85344,0.003661,1.580347,,,0.144983
Gaia EDR3 5522209125162722816,264.1771107256,-1.5456068161,130.76895524951,-44.91748644343,0.5211,0.0119,-4.471,0.013,3.168,0.014,12.729259,0.002761,0.863688,,,0.006665
Gaia EDR3 5522209125162722944,264.1756363771,-1.5422079748,130.77144667261,-44.91422890795,0.5498,0.0108,-4.377,0.011,3.223,0.013,10.901358,0.002766,1.998833,23.98,0.32,0.006688
Gaia EDR3 5522209125162723712,264.1763180119,-1.5420189403,130.77225063288,-44.91464829127,0.472,0.0162,-4.288,0.016,2.964,0.02,14.128348,0.002818,1.133319,,,0.060344
Gaia EDR3 5522209125162729344,264.1806535886,-1.5376510346,130.78088118651,-44.91536140198,0.5188,0.0123,-4.412,0.012,2.873,0.014,13.032701,0.002767,0.845481,,,0.006662
Gaia EDR3 5522209125162732032,264.1877306361,-1.5473807954,130.77623928514,-44.92693349236,0.5266,0.0394,-4.402,0.043,2.927,0.045,16.310896,0.002813,1.402066,,,0.009468
Gaia EDR3 5522209155215652864,264.1813379082,-1.5330331329,130.78660726508,-44.91304841926,0.4601,0.1664,-3.875,0.175,2.664,0.21,18.867405,0.003639,1.839983,,,0.054666
Gaia EDR3 5522209155215664256,264.175478183,-1.5333244331,130.78117709378,-44.90862039642,0.5239,0.1178,-4.045,0.121,2.136,0.148,18.23273,0.003174,1.746475,,,0.034592
Gaia EDR3 5522209159513093504,264.1783042794,-1.5283963417,130.78911350035,-44.90780001555,0.2611,0.0555,-5.402,0.058,3.879,0.061,17.093714,0.00289,1.911045,,,0.026356
Gaia EDR3 5522209159522466560,264.1776215332,-1.5348433639,130.78135768841,-44.91124364815,0.4958,0.0225,-4.323,0.023,3.008,0.026,15.274648,0.00277,1.076281,,,0.00786
Gaia EDR3 5522209159523842944,264.1793779691,-1.5235965638,130.7953798298,-44.90568046303,0.3647,0.1101,-3.806,0.11,3.366,0.128,18.048609,0.003216,1.872181,,,0.02571
Gaia EDR3 5522209193882136704,264.2273809316,-1.7411995013,130.59495637081,-45.07761907087,0.3115,0.0878,-3.452,0.094,3.238,0.087,17.898472,0.002973,1.625814,,,0.026838
Gaia EDR3 5522209331321085696,264.2099799696,-1.7166334163,130.60720546304,-45.0487892986,0.444,0.0494,-4.358,0.053,3.93,0.046,16.77721,0.002825,1.502633,,,0.011757
Gaia EDR3 5522209361373714560,264.2112614409,-1.7100774951,130.6156333823,-45.04576200626,0.5008,0.152,-4.14,0.159,3.143,0.18,18.641603,0.003267,1.760279,,,0.051021
Gaia EDR3 5522209395733467520,264.1959225756,-1.7136012435,130.59834462399,-45.03584989616,0.4294,0.1253,-4.189,0.13,2.14,0.16,18.35055,0.003192,1.636562,,,0.03864
Gaia EDR3 5522209400040556800,264.2027056558,-1.711395466,130.60671135489,-45.03983482815,0.5725,0.0473,-4.394,0.052,3.042,0.046,16.68751,0.002827,1.350373,,,0.01001
Gaia EDR3 5522209430093202688,264.2035156072,-1.7046501492,130.61493846372,-45.03631956736,0.3181,0.1755,-4.132,0.191,3.75,0.18,18.923798,0.003575,2.030804,,,0.06801
Gaia EDR3 5522209430093211904,264.1941300156,-1.7036284482,130.60790401129,-45.02829825565,0.297,0.1263,-4.374,0.13,3.154,0.153,18.344088,0.003309,1.771236,,,0.043936
Gaia EDR3 5522209468760007040,264.1947597074,-1.7486467247,130.55823540861,-45.05650077411,0.6069,0.027,-5.334,0.031,3.235,0.029,15.639386,0.002777,1.085901,,,0.008191
Gaia EDR3 5522209601891907712,264.1847489977,-1.7189444533,130.58265816811,-45.03033660146,0.5389,0.083,-3.534,0.09,2.988,0.081,17.715847,0.002953,1.386467,,,0.019901
Gaia EDR3 5522209674918440448,264.1820868879,-1.7170463801,130.58245776446,-45.0270711642,0.4515,0.0168,-4.37,0.019,2.919,0.018,14.642374,0.002767,0.835409,,,0.006921
Gaia EDR3 5522209704971139840,264.1759723454,-1.6954455467,130.6012184782,-45.00895821398,0.6963,0.1418,-4.434,0.14,2.824,0.165,18.493382,0.003276,1.751865,,,0.042237
Gaia EDR3 5522209704976305280,264.1733444125,-1.694829871,130.59961745987,-45.00650918134,0.3462,0.1608,-4.766,0.161,3.437,0.185,18.63395,0.003532,1.548977,,,0.065688
Gaia EDR3 5522209709278180608,264.173052192,-1.696162701,130.59787755392,-45.00709950076,0.4871,0.025,-4.071,0.027,3.137,0.023,15.250964,0.002773,0.956654,,,0.007154
Gaia EDR3 5522209743637958272,264.2047019353,-1.6864557223,130.63625504562,-45.02604862307,0.3413,0.0401,-3.816,0.044,2.349,0.039,16.46417,0.002806,1.356655,,,0.009194
Gaia EDR3 5522209777997702272,264.1989907306,-1.6668847608,130.65308857531,-45.00949517909,0.4999,0.0133,-4.33,0.015,3.016,0.015,13.863624,0.002768,0.72286,,,0.006753
Gaia EDR3 5522209808050347008,264.1916825546,-1.6897752095,130.62121585553,-45.01784044565,0.4685,0.1781,-5.204,0.198,2.681,0.211,18.308216,0.004179,2.07988,,,0.037505
Gaia EDR3 5522209808050583936,264.1936966157,-1.6896344899,130.62312658245,-45.01933993328,0.4839,0.1551,-4.388,0.161,3.354,0.188,18.699553,0.003383,1.641848,,,0.044073
Gaia EDR3 5522209881076922752,264.1958110697,-1.6521129961,130.66677293207,-44.99788966074,0.4434,0.0868,-4.528,0.088,2.933,0.088,17.819323,0.003021,1.488361,,,0.024545
Gaia EDR3 5522209911129589760,264.193749181,-1.6435118622,130.67455497648,-44.9909656896,0.4117,0.1073,-4.547,0.11,3.931,0.132,18.06533,0.003039,1.48663,,,0.026559
Gaia EDR3 5522209915436664832,264.1918290771,-1.6394592851,130.67739460561,-44.98695646841,0.5597,0.0504,-4.938,0.052,3.099,0.054,16.821583,0.002829,1.352531,,,0.010404
Gaia EDR3 5522209915436666240,264.1958806551,-1.6437365918,130.67616160073,-44.99278199386,0.4756,0.0399,-4.45,0.041,3.031,0.04,16.304806,0.002805,1.243463,,,0.009536
Gaia EDR3 5522209945489324800,264.1886226736,-1.6601887166,130.6515170707,-44.99720663351,0.3709,0.1115,-4.542,0.114,3.712,0.15,18.186352,0.003337,1.717737,,,0.041721
Gaia EDR3 5522209949796382208,264.1854921486,-1.6597407098,130.64928977655,-44.99446585026,0.5451,0.0229,-4.441,0.024,3.098,0.024,14.938273,0.002765,0.915279,,,0.00722
Gaia EDR3 5522209979849083264,264.1769025315,-1.6469757333,130.65602576512,-44.97983821266,0.7225,0.0766,-4.276,0.08,3.038,0.077,17.61457,0.002974,1.460039,,,0.017582
Gaia EDR3 5522209984146512128,264.175629588,-1.640369802,130.66227231251,-44.9747655166,0.506,0.0383,-4.4,0.04,3.056,0.039,15.638959,0.002846,0.988068,,,0.030425
Gaia EDR3 5522209984156124032,264.1815989689,-1.645708697,130.66152613978,-44.98275484824,0.4756,0.0316,-3.923,0.034,2.894,0.033,16.019114,0.002823,1.238454,,,0.022178
Gaia EDR3 5522209984156128000,264.1801794512,-1.6393103232,130.66741381588,-44.97769439048,0.7007,0.0818,-3.539,0.086,2.185,0.083,17.547491,0.003079,1.26664,,,0.042104
Gaia EDR3 5522210018515835264,264.1764050491,-1.6853724608,130.61282159257,-45.00309714225,0.5651,0.0587,-4.418,0.062,2.851,0.059,17.007349,0.002935,1.595791,,,0.014265
Gaia EDR3 5522210018515836544,264.1783031635,-1.68639152,130.61333823142,-45.00521958489,0.385,0.0586,-4.556,0.061,2.833,0.059,17.001957,0.002871,1.483637,,,0.015237
Gaia EDR3 5522210155954803072,264.1749366765,-1.6550751614,130.64529496758,-44.98328060205,0.5006,0.0386,-4.347,0.039,3.054,0.037,16.228313,0.0028,1.204388,,,0.0095
Gaia EDR3 5522210155954805248,264.1739174811,-1.6500131131,130.65004464333,-44.97935948442,0.3261,0.0798,-3.449,0.083,3.265,0.086,17.705835,0.002924,1.502377,,,0.021536
Gaia EDR3 5522210220372425856,264.1583629373,-1.6565444232,130.62923254569,-44.9711350315,0.5397,0.0465,-4.325,0.048,3.18,0.044,16.541597,0.002829,1.265571,,,0.009646
Gaia EDR3 5522210224674260736,264.1551711699,-1.6525290619,130.63092623717,-44.96614843466,0.723,0.0745,-4.367,0.078,2.806,0.076,17.606518,0.00297,1.481888,,,0.022204
Gaia EDR3 5522210254727229696,264.1544541382,-1.6419822026,130.64204443605,-44.95908712272,0.2576,0.1769,-3.637,0.178,2.718,0.23,18.745853,0.00363,1.727352,,,0.066444
Gaia EDR3 5522210259034012416,264.1570999239,-1.633521644,130.65376457969,-44.95595777827,0.5024,0.0118,-4.431,0.012,3.014,0.012,13.401628,0.002763,0.69659,,,0.006696
Gaia EDR3 5522210323446415488,264.1659333711,-1.7334546922,130.5501011561,-45.02443908085,0.2629,0.1097,-3.578,0.117,3.963,0.136,18.133461,0.003104,1.670422,,,0.030765
Gaia EDR3 5522210323446421888,264.1632975984,-1.726158347,130.55594642326,-45.01787351443,0.2833,0.0808,-3.518,0.086,3.203,0.081,17.741049,0.00295,1.455658,,,0.023331
Gaia EDR3 5522210396473417216,264.1446054306,-1.7300537988,130.53534602323,-45.00553850728,0.5558,0.0552,-4.504,0.06,3.035,0.057,16.966448,0.002863,1.331234,,,0.011552
Gaia EDR3 5522210426525875456,264.1620599382,-1.7162345707,130.56593629246,-45.01079269678,0.5068,0.1403,-3.642,0.141,2.966,0.168,18.447157,0.003276,1.498827,,,0.030074
Gaia EDR3 5522210430832667904,264.1586268874,-1.7067835842,130.57348676301,-45.002272241,0.2855,0.0441,-4.894,0.048,3.896,0.042,16.564959,0.002821,1.232017,,,0.01011
Gaia EDR3 5522210460885398272,264.160338934,-1.6973817863,130.5854561251,-44.99783493975,0.6161,0.1015,-4.41,0.105,3.283,0.103,18.016687,0.003064,1.514629,,,0.032155
Gaia EDR3 5522210465192405632,264.1520796596,-1.6958903826,130.57993340468,-44.99041020064,0.4775,0.0178,-4.376,0.021,3.083,0.018,13.817007,0.002766,0.697492,,,0.006722
Gaia EDR3 5522210533911871872,264.1363642069,-1.6947860768,130.56749710689,-44.97734863456,0.527,0.2,-3.838,0.194,3.943,0.207,18.93186,0.003603,1.573034,,,0.111937
Gaia EDR3 5522210701403597568,264.1270988541,-1.7037155246,130.54949119202,-44.97554127639,0.3427,0.1259,-4.276,0.128,2.857,0.159,18.364647,0.003183,1.637608,,,0.033421
Gaia EDR3 5522210774430029568,264.1140425617,-1.7061500806,130.53543149309,-44.9667489036,0.288,0.0763,-3.663,0.076,3.024,0.078,17.564777,0.002895,1.51495,,,0.018527
Gaia EDR3 5522210808779964544,264.1107977673,-1.6903739481,130.55019115373,-44.95448789726,0.4885,0.118,-4.759,0.144,3.954,0.129,17.835466,0.003087,,,,
Gaia EDR3 5522210808789769088,264.1105463399,-1.6904033415,130.54993994168,-44.95430783965,0.4204,0.0731,-4.837,0.076,3.739,0.077,17.351448,0.002958,1.475355,,,0.024501
Gaia EDR3 5522210808789770624,264.1142508786,-1.6864328685,130.55758229767,-44.95478450776,0.4747,0.0733,-3.458,0.077,2.022,0.073,17.522991,0.002921,1.401554,,,0.0197
Gaia EDR3 5522210843149531520,264.1530020681,-1.6891276825,130.58827213099,-44.98697460672,0.4093,0.0819,-3.544,0.085,3.246,0.081,17.753675,0.002974,1.507194,,,0.021173
Gaia EDR3 5522210873202291968,264.1512014518,-1.6643283572,130.61433262888,-44.97028874658,0.6054,0.1408,-4.351,0.144,3.149,0.174,18.565166,0.003533,1.611216,,,0.041331
Gaia EDR3 5522210877509279616,264.1490740648,-1.6635199005,130.61338220293,-44.96811540319,0.5327,0.1284,-4.32,0.129,3.496,0.154,18.378824,0.003319,1.49688,,,0.053857
Gaia EDR3 5522210907562025472,264.1416332442,-1.6880019948,130.57963823389,-44.97732526522,0.4809,0.173,-4.941,0.168,3.99,0.211,18.788551,0.00369,2.215471,,,0.062759
Gaia EDR3 5522210976281524352,264.1405258945,-1.6535681943,130.61702776048,-44.95525490053,0.5797,0.0663,-4.107,0.071,2.806,0.065,17.373362,0.002891,1.6168,,,0.01767
Gaia EDR3 5522210976281529728,264.1375029512,-1.6479133244,130.62069401269,-44.94939177259,0.4486,0.1775,-3.93,0.184,2.812,0.191,18.846333,0.003464,1.790188,,,0.060281
Gaia EDR3 5522210980588498688,264.1473380259,-1.6505984527,130.62626022314,-44.95879083152,0.5011,0.0134,-4.501,0.015,3.054,0.014,13.900722,0.002765,0.704141,,,0.006812
Gaia EDR3 5522211010646408192,264.1353160329,-1.6385942036,130.62916512499,-44.9419300863,0.3543,0.1605,-3.475,0.162,2.194,0.218,18.385704,0.003933,1.732115,,,0.062917
Gaia EDR3 5522211014938506368,264.1325737787,-1.6338599233,130.63204889433,-44.93685461813,0.5002,0.0277,-4.416,0.03,2.921,0.029,14.547829,0.002792,0.836568,,,0.006812
Gaia EDR3 5522211014948229760,264.1331088226,-1.6382863368,130.62758798763,-44.94000230707,0.5124,0.0116,-4.294,0.012,2.897,0.012,11.619661,0.002761,0.760386,,,0.006619
Gaia EDR3 5522211079360756992,264.1275267958,-1.6407680614,130.61997125071,-44.93713474195,0.5322,0.1556,-4.229,0.154,2.813,0.187,18.741526,0.003644,1.745495,,,0.052784
Gaia EDR3 5522211083667694208,264.1187852681,-1.6375754048,130.61592355419,-44.92828411083,0.5082,0.0144,-4.198,0.016,2.73,0.015,14.136737,0.002761,0.905666,,,0.006728
Gaia EDR3 5522211083667701504,264.1295673395,-1.6423669793,130.61996612478,-44.93972644538,0.3504,0.0931,-3.92,0.093,3.207,0.091,17.904535,0.003019,1.502846,,,0.020674
Gaia EDR3 5522211118027419264,264.1182963237,-1.6756635089,130.57309407899,-44.95134563222,0.3673,0.0635,-3.775,0.068,3.308,0.065,17.20693,0.002875,1.455696,,,0.016053
Gaia EDR3 5522211148080224768,264.1223777172,-1.6694757553,130.58353319712,-44.95075302838,0.2478,0.0655,-3.487,0.066,3.971,0.065,17.280231,0.002878,1.294659,,,0.013621
Gaia EDR3 5522211152387164800,264.1248343086,-1.6644521684,130.59126312782,-44.94959618612,0.5402,0.0151,-4.205,0.016,3.121,0.015,14.166211,0.002764,0.782986,,,0.006766
Gaia EDR3 5522211152387166336,264.1242256691,-1.6597230875,130.59599977588,-44.94620560817,0.5791,0.0542,-4.324,0.054,2.953,0.053,16.923634,0.002852,1.333761,,,0.013327
Gaia EDR3 5522211182439964928,264.1109046327,-1.6811228124,130.56058951091,-44.94888068518,0.6841,0.1315,-5.079,0.137,3.952,0.163,18.434523,0.003486,1.821199,,,0.037184
Gaia EDR3 5522211251159457280,264.1127664522,-1.6513677939,130.59534014951,-44.93203532363,0.5957,0.1316,-3.929,0.133,3.449,0.167,18.501112,0.003202,1.865238,,,0.05887
Gaia EDR3 5522211251159672448,264.1115646348,-1.6497005074,130.59615146249,-44.93006222854,0.2407,0.0937,-3.796,0.097,2.497,0.104,18.024557,0.003011,1.572578,,,0.040759
Gaia EDR3 5522211255466375040,264.1104892162,-1.6534825812,130.59100671316,-44.93154326096,0.5359,0.0102,-4.284,0.01,3.145,0.011,12.676862,0.00276,0.696043,,,0.006617
Gaia EDR3 5522211289826120064,264.1144196283,-1.6402837089,130.60911416139,-44.92651338715,0.459,0.0451,-4.451,0.046,2.978,0.045,16.713142,0.00283,1.316254,,,0.01212
Gaia EDR3 5522211289826120192,264.1097674271,-1.631124578,130.61526221959,-44.91720940081,0.5584,0.0467,-4.326,0.048,3.221,0.047,16.829422,0.002839,1.371315,,,0.011814
Gaia EDR3 5522211319878941184,264.1014106296,-1.6467942492,130.59056169555,-44.92027441463,0.4723,0.041,-4.437,0.041,3.037,0.042,16.506475,0.002808,1.278119,,,0.010311
Gaia EDR3 5522211354238686848,264.0962646949,-1.6362160659,130.59786200629,-44.90970887932,0.4546,0.0616,-4.164,0.061,2.929,0.063,17.229223,0.002855,1.60454,,,0.018695
Gaia EDR3 5522211358545588736,264.1003761002,-1.6386137817,130.59876659198,-44.91442359032,0.4962,0.0417,-4.347,0.041,2.962,0.042,16.43887,0.002806,1.285736,,,0.009314
Gaia EDR3 5522211422958103424,264.192366511,-1.6109460242,130.70959929127,-44.96980035012,0.4289,0.1536,-4.551,0.155,3.739,0.2,18.73756,0.003341,1.666159,,,0.060243
Gaia EDR3 5522211427265161600,264.1906151135,-1.620888555,130.69700915805,-44.97455284103,0.3215,0.0599,-3.598,0.065,3.312,0.067,17.215107,0.00286,1.654098,,,0.015476
Gaia EDR3 5522211457323009280,264.1853936927,-1.6324777193,130.67956138071,-44.97758770282,0.4005,0.0506,-4.489,0.052,2.851,0.053,16.848042,0.002832,1.35346,,,0.012044
Gaia EDR3 5522211461626295168,264.1714964223,-1.625339273,130.67540401925,-44.962248714,0.472,0.0671,-4.201,0.068,3.857,0.072,16.369404,0.00295,1.415871,,,0.010596
Gaia EDR3 5522211495984629120,264.1795602209,-1.6168095036,130.6919186767,-44.96333761789,0.499,0.0284,-4.289,0.031,3.175,0.033,15.849183,0.002779,1.294074,,,0.008194
Gaia EDR3 5522211526037098880,264.1849375791,-1.5988989595,130.71652951335,-44.95652508591,0.4066,0.0141,-4.762,0.014,3.308,0.015,12.10944,0.002758,0.84027,,,0.006636
Gaia EDR3 5522211526037337344,264.1834546084,-1.6072294634,130.7059702171,-44.96049556063,0.5234,0.0725,-4.389,0.072,2.777,0.077,17.495066,0.002931,1.462971,,,0.02388
Gaia EDR3 5522211530334895488,264.1848129142,-1.6003675019,130.71478731979,-44.95733270293,0.5118,0.0386,-4.336,0.042,2.918,0.039,15.817191,0.003049,,,,
Gaia EDR3 5522211530344378240,264.1821616453,-1.602898809,130.70966174254,-44.95680754013,0.5227,0.0386,-4.231,0.044,2.924,0.039,16.295055,0.002813,1.348009,,,0.01266
Gaia EDR3 5522211530344378752,264.1836269671,-1.6044960911,130.70916131151,-44.95894562259,0.477,0.0109,-4.357,0.011,3.089,0.013,11.644869,0.002762,0.783353,,,0.006671
Gaia EDR3 5522211530344381696,264.1805182971,-1.5929421417,130.71930517599,-44.94937385488,0.4752,0.037,-4.337,0.039,3.056,0.04,16.375404,0.002805,1.358416,,,0.009769
Gaia EDR3 5522211530344381952,264.1859321521,-1.6027242957,130.71314063288,-44.95966689204,0.5247,0.0204,-4.403,0.021,3.084,0.023,14.883804,0.00277,1.130493,,,0.007302
Gaia EDR3 5522211530344382080,264.18491163,-1.6007257371,130.71447481805,-44.95763131395,0.3521,0.0948,-4.755,0.1,3.16,0.101,15.411517,0.002968,1.197998,,,0.047068
Gaia EDR3 5522211530344788224,264.1778342109,-1.6008967876,130.70811926113,-44.95216764468,0.4636,0.0152,-4.229,0.016,3.038,0.017,14.04737,0.002766,0.88586,,,0.006783
Gaia EDR3 5522211564704127616,264.1789735101,-1.5797818545,130.73259410201,-44.94004060787,0.4983,0.0116,-4.321,0.012,3.016,0.014,13.014562,0.002762,0.83192,,,0.006639
Gaia EDR3 5522211564704131840,264.1849769256,-1.5846614646,130.73239870191,-44.94777397637,0.5561,0.0281,-4.416,0.03,3.028,0.032,15.767594,0.002791,1.279882,,,0.008608
Gaia EDR3 5522211564704132096,264.1831482783,-1.5807749131,130.7351271565,-44.94393764797,0.5112,0.0163,-4.332,0.018,2.993,0.018,14.378074,0.002764,0.939093,,,0.006796
Gaia EDR3 5522211599059198976,264.1772115063,-1.6023414994,130.70596979282,-44.9525685216,0.609,0.0679,-4.028,0.076,3.26,0.074,16.724667,0.004896,,,,
Gaia EDR3 5522211599063848576,264.1709688684,-1.5935237395,130.71034043681,-44.94221843418,0.6011,0.0885,-4.228,0.096,3.077,0.099,17.913092,0.003039,1.651217,,,0.028057
Gaia EDR3 5522211599064264832,264.1776031404,-1.6024615147,130.70617740744,-44.95295071727,0.3809,0.0957,-4.851,0.104,2.975,0.119,15.128058,0.002916,1.323568,,,0.019198
Gaia EDR3 5522211599065253760,264.1730021476,-1.6023497224,130.70229444534,-44.94926106761,0.4983,0.0248,-4.395,0.027,2.938,0.028,15.525468,0.002786,1.181839,,,0.011783
Gaia EDR3 5522211629116310144,264.1597974725,-1.5805731156,130.71501259811,-44.92544097123,0.5276,0.0104,-4.324,0.01,3.289,0.012,12.704458,0.00276,0.978696,,,0.006638
Gaia EDR3 5522211633423584896,264.1609562622,-1.5770298009,130.71996085487,-44.92416735579,0.4879,0.0143,-4.169,0.015,2.647,0.016,14.13948,0.002763,0.873752,,,0.006852
Gaia EDR3 5522211633424065920,264.1595515071,-1.5798221487,130.71563332137,-44.92478427342,0.3248,0.2111,-4.039,0.213,2.488,0.25,18.889473,0.007047,0.84729,,,0.091449
Gaia EDR3 5522211667783292288,264.1571126301,-1.619628653,130.6692364961,-44.94740655658,0.5834,0.0451,-4.947,0.048,3.418,0.049,16.595745,0.002807,1.37456,,,0.012226
Gaia EDR3 5522211697836028800,264.166446239,-1.6156949399,130.68173884994,-44.95232892768,0.4081,0.1631,-5.204,0.166,3.62,0.202,18.825678,0.003525,1.923859,,,0.059793
Gaia EDR3 5522211702143037056,264.1597179975,-1.6133400747,130.67850122892,-44.94558146485,0.495,0.0168,-4.357,0.017,3.071,0.019,14.579075,0.00277,0.88039,,,0.00687
