EDR3Name,GLON,GLAT,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,RVDR2,e_RVDR2,e_BP-RP
Gaia EDR3 5522399100153173632,264.0655389289,-1.6226735006,130.5862389178,-44.87716796548,0.6943,0.2469,-4.963,0.265,3.235,0.275,14.025121,0.003215,0.890458,,,0.006743
Gaia EDR3 5522399168872634112,264.0536725641,-1.6493315611,130.54628224104,-44.8842217327,0.248,0.0564,-4.175,0.06,3.346,0.058,17.197727,0.002848,1.586132,,,0.01345
Gaia EDR3 5522399237592104064,264.0466928802,-1.6550026246,130.53391504244,-44.88220904712,0.4075,0.0713,-4.412,0.077,2.694,0.079,17.643318,0.002887,1.368137,,,0.02155
Gaia EDR3 5522399271951852160,264.0571935485,-1.6481776354,130.55062205522,-44.88628665409,0.4532,0.0323,-4.447,0.033,3.012,0.034,16.129854,0.002787,1.187841,,,0.008081
Gaia EDR3 5522399302007760128,264.0498374822,-1.6332510911,130.56084403245,-44.87130654625,0.2572,0.1295,-4.092,0.126,2.214,0.16,18.47327,0.003244,1.71405,,,0.042632
Gaia EDR3 5522399302007767808,264.0470805846,-1.6235847477,130.56920241632,-44.86318623957,0.5849,0.0649,-4.381,0.067,3.396,0.068,17.168102,0.002936,1.442846,,,0.015245
Gaia EDR3 5522399306311597952,264.060620322,-1.6320385182,130.57155213771,-44.87905664522,0.4927,0.0898,-4.371,0.092,2.993,0.096,18.021545,0.002995,1.585327,,,0.029739
Gaia EDR3 5522399306311598848,264.0603885043,-1.6289852465,130.57474714472,-44.87699499607,0.4064,0.0822,-4.521,0.084,3.069,0.085,17.872795,0.002979,1.559351,,,0.027753
Gaia EDR3 5522399340671315712,264.0372409114,-1.643831296,130.5381447635,-44.86788843283,0.5222,0.0252,-4.348,0.026,3.115,0.029,15.622917,0.002773,1.133214,,,0.007664
Gaia EDR3 5522399405086927872,264.0532788962,-1.7288414673,130.45739197803,-44.93278740075,0.3996,0.0857,-3.696,0.089,3.309,0.087,17.75787,0.002941,1.357088,,,0.02411
Gaia EDR3 5522399409390776448,264.0583091977,-1.7299839579,130.46048163253,-44.9374567026,0.3493,0.0968,-5.298,0.106,2.077,0.11,17.996933,0.002995,1.656536,,,0.028662
Gaia EDR3 5522399581189478784,264.0478803962,-1.6849914386,130.50156211783,-44.90158447579,0.2642,0.1542,-4.359,0.162,3.569,0.197,18.803368,0.00338,1.737598,,,0.054963
Gaia EDR3 5522399748684340992,264.0059895978,-1.7256755905,130.41993081967,-44.89353854288,0.3178,0.1115,-3.77,0.115,3.19,0.143,18.239208,0.003103,1.608847,,,0.02891
Gaia EDR3 5522399783048605312,264.0023787336,-1.7067258949,130.43791299208,-44.8790541842,0.7241,0.2361,-4.747,0.264,3.445,0.278,17.750574,0.004201,1.558342,,,0.022989
Gaia EDR3 5522399954842787584,264.0319805892,-1.6680795466,130.50659943741,-44.87865275965,0.5243,0.0159,-4.388,0.017,3.031,0.018,14.605544,0.002763,0.799487,,,0.006936
Gaia EDR3 5522399989205066752,264.0290621295,-1.6464405703,130.52814774773,-44.86304685998,0.2445,0.0673,-3.869,0.071,3.837,0.07,17.54656,0.002903,1.562338,,,0.018904
Gaia EDR3 5522399993506338048,264.0256122106,-1.6465224578,130.52506472147,-44.86037789881,0.6552,0.0131,-4.787,0.014,3.17,0.014,13.968649,0.00276,0.947657,,,0.006726
Gaia EDR3 5522399993506342016,264.0363779588,-1.6540468806,130.52603014258,-44.87349102068,0.2951,0.1092,-3.629,0.112,2.521,0.136,18.201468,0.00304,1.901974,,,0.027807
Gaia EDR3 5522400161001236864,264.0209562471,-1.6421918954,130.52584465169,-44.85404479099,0.5094,0.1178,-4.268,0.123,3.166,0.149,18.43344,0.003174,1.682123,,,0.041299
Gaia EDR3 5522400165305028224,264.0187282673,-1.6383441522,130.52819260625,-44.84992238063,0.2668,0.0952,-3.799,0.102,2.819,0.123,18.105015,0.003,1.713901,,,0.033455
Gaia EDR3 5522400234024491264,264.0095557375,-1.6612360976,130.49477362064,-44.85676590212,0.5981,0.0692,-3.603,0.075,3.72,0.071,17.566551,0.002945,1.579264,,,0.021603
Gaia EDR3 5522400264080461952,264.0086200449,-1.6455427427,130.51142217875,-44.84638077278,0.3822,0.1193,-3.529,0.129,3.404,0.152,18.429539,0.003124,1.64448,,,0.032362
Gaia EDR3 5522400298440200192,263.9942534179,-1.6661944398,130.47599608904,-44.84774693804,0.273,0.0766,-4.188,0.084,3.896,0.082,17.740036,0.002926,1.538071,,,0.023906
Gaia EDR3 5522400302743953792,263.9893508729,-1.6655824758,130.47242997895,-44.84350473335,0.429,0.1609,-4.78,0.178,2.086,0.18,18.925804,0.003476,1.793566,,,0.057872
Gaia EDR3 5522400302743955584,263.990495311,-1.6631412979,130.47613762503,-44.84290720103,0.4938,0.0134,-4.396,0.015,3.021,0.016,14.035732,0.002768,0.74291,,,0.006739
Gaia EDR3 5522400302743959808,263.9982545842,-1.6658521767,130.47984355659,-44.85069184625,0.2994,0.0745,-4.353,0.078,3.645,0.078,17.540295,0.002939,1.726562,,,0.022355
Gaia EDR3 5522400337103700480,263.9943470813,-1.6493499733,130.49481765563,-44.83746851375,0.5043,0.0108,-4.388,0.011,2.972,0.012,13.501393,0.002762,0.702674,,,0.006674
Gaia EDR3 5522400367159692800,263.9978007742,-1.6359044861,130.5127646189,-44.8319256521,0.3484,0.0764,-4.078,0.085,3.004,0.081,17.875721,0.002915,1.604305,,,0.025163
Gaia EDR3 5522400401519436800,264.0017967531,-1.6235510081,130.52996414386,-44.82747905078,0.5878,0.0318,-3.975,0.035,2.283,0.034,16.23556,0.002787,1.390311,,,0.01007
Gaia EDR3 5522400470238795264,263.9824403049,-1.6182501483,130.51908277313,-44.80896166287,0.5107,0.0106,-4.347,0.011,3.154,0.012,12.834088,0.00276,0.733095,,,0.006635
Gaia EDR3 5522400474542652160,263.975497297,-1.6211305445,130.50986635105,-44.80525945425,0.3882,0.0282,-3.45,0.031,3.12,0.03,15.932361,0.00278,1.091814,,,0.008145
Gaia EDR3 5522400474542656384,263.9799801637,-1.6157933257,130.51968216476,-44.80551164711,0.2807,0.0781,-3.481,0.088,3.619,0.084,17.797089,0.002939,1.829847,,,0.034014
Gaia EDR3 5522400508902455296,264.0809980425,-1.6230546754,130.59924062193,-44.88958052234,0.3938,0.0118,-5.113,0.013,3.134,0.013,13.565625,0.002767,1.794169,30.08,1.68,0.006798
Gaia EDR3 5522400538958338688,264.0759678377,-1.5978853124,130.62285863903,-44.87012018503,0.5394,0.0315,-4.476,0.034,3.08,0.032,16.037477,0.002786,1.346981,,,0.008618
Gaia EDR3 5522400543258530560,264.070640978,-1.597949118,130.61816068437,-44.86596431914,0.551,0.1806,-3.609,0.19,2.803,0.19,18.956158,0.003574,1.688581,,,0.064687
Gaia EDR3 5522400573318081408,264.0594680652,-1.6155443619,130.58889610058,-44.86799711111,0.6259,0.1477,-4.536,0.147,2.983,0.182,18.685978,0.003362,1.724739,,,0.043927
Gaia EDR3 5522400611981664128,264.0549539238,-1.5966841352,130.60594443736,-44.85283008623,0.4257,0.0688,-4.282,0.07,2.731,0.069,17.57169,0.00292,1.530502,,,0.016245
Gaia EDR3 5522400611981667328,264.0601741742,-1.5944434989,130.61296745762,-44.85556201166,0.5536,0.0479,-4.363,0.05,2.967,0.051,16.889072,0.002835,1.415985,,,0.01011
Gaia EDR3 5522400646341413504,264.0743827372,-1.5921255034,130.62788418031,-44.86532438939,0.4633,0.0686,-3.935,0.073,3.975,0.071,17.552267,0.002893,1.906103,,,0.019925
Gaia EDR3 5522400680701149184,264.0603820487,-1.5753645931,130.63434933636,-44.8439750918,0.6331,0.0661,-4.433,0.069,3.019,0.069,17.536293,0.002892,1.597715,,,0.019674
Gaia EDR3 5522400745124569088,264.0475110722,-1.5638991662,130.63590910075,-44.8267771173,0.3159,0.1202,-4.434,0.116,3.103,0.145,18.296217,0.003119,1.833744,,,0.035094
Gaia EDR3 5522400749420623744,264.0524975775,-1.5693851934,130.63414518629,-44.83408315852,0.4861,0.0416,-4.652,0.042,3.129,0.045,16.423697,0.002819,1.593706,,,0.009798
Gaia EDR3 5522400749420625024,264.0563810029,-1.5708353078,130.63590652531,-44.83803442009,0.5304,0.0129,-4.375,0.013,3.017,0.014,13.88712,0.002763,0.919822,,,0.006805
Gaia EDR3 5522400749420626048,264.0566729646,-1.5674612263,130.63990816087,-44.83618576239,0.4423,0.1021,-4.238,0.102,3.039,0.117,18.115667,0.00305,1.669033,,,0.046641
Gaia EDR3 5522400813836282752,264.0378294187,-1.591974333,130.59631441921,-44.83644155919,0.584,0.1272,-4.676,0.124,3.043,0.153,18.296297,0.003244,1.68403,,,0.036653
Gaia EDR3 5522400818140088448,264.0473804591,-1.5992493308,130.5965186445,-44.84844390352,0.5173,0.0247,-4.354,0.026,2.961,0.027,15.533707,0.002776,1.183561,,,0.00738
Gaia EDR3 5522400852499812736,264.029208353,-1.6076353224,130.57142793705,-44.83928942824,0.4939,0.0208,-4.01,0.021,3.138,0.023,15.027287,0.002769,1.018349,,,0.006943
Gaia EDR3 5522400852499815424,264.0332453366,-1.6067457002,130.57591926515,-44.8419226226,0.377,0.0997,-3.869,0.1,2.971,0.104,17.106087,0.003226,1.446629,,,0.013027
Gaia EDR3 5522400886859557376,264.0312692231,-1.5905182307,130.59223978382,-44.83037743392,0.3976,0.0247,-4.771,0.025,3.338,0.027,15.465324,0.002779,1.421628,,,0.007545
Gaia EDR3 5522400989938770816,264.0234378437,-1.5827745604,130.59404889737,-44.81944118849,0.3025,0.0167,-4.781,0.017,3.013,0.018,14.576862,0.002779,2.252486,,,0.006955
Gaia EDR3 5522401058658273152,264.0551518544,-1.5588201231,130.64818485786,-44.829664328,0.6317,0.0647,-4.157,0.067,3.492,0.07,17.476282,0.002885,1.641481,,,0.01987
Gaia EDR3 5522401058658275584,264.0622637942,-1.5563443325,130.65711142663,-44.83373814464,0.4117,0.0692,-4.53,0.072,2.831,0.075,17.585213,0.0029,1.538117,,,0.019968
Gaia EDR3 5522401058658275968,264.0634017341,-1.5570454974,130.65732117749,-44.83506609764,0.3161,0.0733,-4.591,0.076,3.069,0.079,17.50417,0.002909,1.66716,,,0.017628
Gaia EDR3 5522401157433684608,264.0501297716,-1.547382477,130.65652440403,-44.81866273324,0.4818,0.0712,-5.096,0.072,3.938,0.075,17.586115,0.002918,1.889721,,,0.021996
Gaia EDR3 5522401161737487232,264.0429573846,-1.5397632102,130.65875505026,-44.80832083083,0.5544,0.049,-4.448,0.05,2.962,0.051,16.88019,0.002828,1.491722,,,0.012437
Gaia EDR3 5522401226153194624,264.0454894082,-1.5103676802,130.69357481616,-44.79219417235,0.3135,0.1549,-4.13,0.154,2.345,0.175,18.86243,0.003408,1.702824,,,0.046987
Gaia EDR3 5522401264816704640,264.0406240761,-1.5241003686,130.6741127744,-44.79683072614,0.4679,0.0095,-3.62,0.01,3.894,0.011,12.714763,0.00276,1.166923,,,0.006671
Gaia EDR3 5522401367895908608,264.0206083459,-1.5311142891,130.64895427994,-44.78539580865,0.2972,0.0713,-4.341,0.075,2.945,0.077,17.588175,0.002907,2.125103,,,0.027708
Gaia EDR3 5522401397951881728,264.0199685796,-1.5536811542,130.62335024252,-44.79879395265,0.4993,0.0591,-4.375,0.061,2.946,0.064,17.267483,0.002885,1.61911,,,0.019536
Gaia EDR3 5522401432311629824,264.0210112326,-1.5433084469,130.63577002464,-44.79322576442,0.5884,0.0488,-4.199,0.055,2.913,0.056,16.63458,0.002895,1.458588,,,0.037527
Gaia EDR3 5522401436615377536,264.0084019204,-1.5303569181,130.63920341741,-44.77531811206,0.5141,0.0627,-4.233,0.063,3.047,0.071,17.465364,0.003021,1.673424,,,0.021105
Gaia EDR3 5522401436615379456,264.0192702953,-1.5435645048,130.63397512992,-44.79201260925,0.4015,0.064,-4.361,0.065,2.879,0.072,17.445993,0.002908,1.57416,,,0.039624
Gaia EDR3 5522401505334864768,264.018487564,-1.5159658417,130.66392148586,-44.77439122789,0.3461,0.1135,-4.232,0.112,2.856,0.144,18.335325,0.00311,1.956957,,,0.040873
Gaia EDR3 5522401535390877184,264.0097686233,-1.5219863051,130.64967659851,-44.7712369458,0.2357,0.0822,-4.185,0.084,3.712,0.092,17.813494,0.002951,1.902101,,,0.026721
Gaia EDR3 5522401574054338944,264.0062490381,-1.5036169567,130.66699826523,-44.75714592385,0.3316,0.0395,-3.649,0.041,2.729,0.043,16.489433,0.002915,1.486566,,,0.012739
Gaia EDR3 5522401677133515392,264.0005179616,-1.6062262537,130.54811353042,-44.81581476152,0.3296,0.037,-4.175,0.038,3.628,0.039,16.312181,0.002807,1.426479,,,0.012264
Gaia EDR3 5522401707189512064,264.0057941098,-1.5948505991,130.56532908882,-44.8129733302,0.5209,0.0935,-4.587,0.093,3.005,0.102,17.994616,0.003049,1.699648,,,0.028627
Gaia EDR3 5522401707189516544,264.0046126134,-1.5908596617,130.56873891733,-44.80958649164,0.426,0.1618,-3.447,0.159,2.822,0.206,18.731796,0.003395,1.715385,,,0.072691
Gaia EDR3 5522401775908853120,264.0120919868,-1.569316849,130.59915506457,-44.80221857161,0.5028,0.0112,-4.359,0.011,3.046,0.011,13.314991,0.002761,0.784294,,,0.006705
Gaia EDR3 5522401780212749056,264.0066171418,-1.5635610424,130.60079826594,-44.79436228252,0.492,0.0297,-4.43,0.031,3.066,0.032,16.017754,0.002786,1.219728,,,0.008042
Gaia EDR3 5522401883291937024,263.9915573666,-1.6088865507,130.53739017541,-44.81038926734,0.3607,0.0339,-4.896,0.037,3.711,0.036,16.278204,0.002802,1.251239,,,0.009189
Gaia EDR3 5522401986371301248,263.9735818553,-1.595695834,130.53647163145,-44.78810841087,0.4901,0.0169,-4.319,0.019,2.963,0.018,14.599125,0.002768,0.872195,,,0.006966
Gaia EDR3 5522402050786758400,263.9755784494,-1.563564833,130.57388557003,-44.76991269051,0.476,0.0125,-4.074,0.013,2.832,0.013,13.748534,0.002765,0.668212,,,0.006711
Gaia EDR3 5522402055090633728,263.9709018453,-1.5568593998,130.57727686672,-44.76210117134,0.4907,0.056,-4.429,0.057,2.959,0.057,17.151194,0.002854,1.389149,,,0.014948
Gaia EDR3 5522402055090636672,263.9793491164,-1.5666338845,130.5737458403,-44.7747723778,0.5929,0.1488,-4.557,0.146,3.166,0.181,18.647375,0.00328,2.123879,,,0.071335
Gaia EDR3 5522402119506457088,263.9608889271,-1.5622906155,130.56257299816,-44.75755427963,0.4839,0.1223,-4.479,0.119,3.058,0.16,18.40562,0.003181,1.716625,,,0.038344
Gaia EDR3 5522402158172637824,263.9991446527,-1.5489992454,130.61048430384,-44.77951020204,0.5362,0.1312,-3.604,0.126,3.145,0.168,18.534807,0.00321,2.118311,,,0.068792
Gaia EDR3 5522402192529613952,264.0009689828,-1.5381741275,130.62408113144,-44.77428026802,0.5177,0.0723,-4.481,0.075,2.936,0.08,17.678799,0.002946,1.575428,,,0.022435
Gaia EDR3 5522402256945401472,263.9858227452,-1.5350503742,130.61441333332,-44.76042787789,0.6775,0.1255,-3.893,0.121,3.304,0.155,18.355606,0.00318,1.706337,,,0.047959
Gaia EDR3 5522402291305148544,263.9939655368,-1.5150804691,130.64362862994,-44.75453926937,0.3866,0.1246,-3.906,0.121,3.754,0.154,18.332554,0.003163,1.78529,,,0.054832
Gaia EDR3 5522402398688037760,263.9727010714,-1.5037307895,130.63777680344,-44.73080315259,0.4625,0.0407,-3.709,0.04,3.384,0.046,16.566317,0.002806,1.436603,,,0.010713
Gaia EDR3 5522402398688040320,263.9755905642,-1.5019141042,130.64229604023,-44.73195912465,0.374,0.0487,-3.832,0.048,3.554,0.058,16.884104,0.002821,1.646927,,,0.014349
Gaia EDR3 5522402433043975424,263.9708536378,-1.5460974876,130.58917961824,-44.75543882595,0.3361,0.0531,-4.805,0.054,3.375,0.056,16.872826,0.002876,1.538146,,,0.013696
Gaia EDR3 5522402433047765248,263.9829961406,-1.5544997147,130.59037777643,-44.77017674103,0.5499,0.2211,-3.626,0.225,3.945,0.31,18.837795,0.003663,1.953855,,,0.070316
Gaia EDR3 5522402501767228544,263.958445127,-1.5431768317,130.58166938234,-44.74386552799,0.427,0.0636,-4.377,0.066,3.545,0.068,17.42981,0.002899,1.794306,,,0.01856
Gaia EDR3 5522402501767236480,263.9653316022,-1.5390208449,130.59224725404,-44.74673230102,0.4028,0.0283,-4.005,0.03,3.465,0.031,15.949304,0.002823,1.122869,,,0.008664
Gaia EDR3 5522402531823344512,263.9613158002,-1.5364848844,130.59158143475,-44.74200763044,0.56,0.0854,-5.199,0.088,3.291,0.091,17.883863,0.003079,1.700363,,,0.022823
Gaia EDR3 5522402604846539520,263.9568334862,-1.4956244878,130.63301080103,-44.71331451752,0.5856,0.0491,-4.548,0.049,2.753,0.05,16.658283,0.002832,1.38616,,,0.013188
Gaia EDR3 5522402639206190336,263.954915539,-1.5188371511,130.60561193141,-44.726100538,0.4486,0.0309,-4.387,0.031,2.977,0.035,16.06074,0.002795,1.399406,,,0.009683
Gaia EDR3 5522402703621845376,264.0022167506,-1.7208485723,130.42204088157,-44.88759826307,0.2862,0.1797,-4.52,0.194,3.59,0.268,18.775814,0.003387,2.745104,,,0.065767
Gaia EDR3 5522402737981613824,263.984605594,-1.6996921056,130.43035278956,-44.86071375081,0.3525,0.0605,-3.932,0.069,3.053,0.067,17.383606,0.002869,1.339325,,,0.018237
Gaia EDR3 5522402772341338368,263.98485445,-1.7200168507,130.40793195716,-44.87338828577,0.315,0.0902,-3.605,0.096,2.087,0.096,17.962553,0.002959,1.703423,,,0.027313
Gaia EDR3 5522402776645089920,263.9761599022,-1.7214668307,130.39879002522,-44.86741727719,0.2841,0.0203,-3.471,0.022,3.886,0.023,15.072369,0.002775,1.940641,,,0.007458
Gaia EDR3 5522402806701093248,263.9759701648,-1.7096302134,130.41180953271,-44.86000212509,0.5157,0.0997,-4.057,0.12,2.605,0.115,18.109404,0.003049,1.545101,,,0.027107
Gaia EDR3 5522402845364585984,263.993216289,-1.6951874732,130.44282562769,-44.86474018242,0.6011,0.0543,-4.444,0.062,3.003,0.058,17.169786,0.002873,1.491324,,,0.014545
Gaia EDR3 5522402909780324992,263.9721663561,-1.6833796437,130.43774256229,-44.84088322757,0.551,0.1296,-3.483,0.143,2.689,0.176,18.575666,0.003199,1.720022,,,0.03719
Gaia EDR3 5522402948443792256,263.968637239,-1.6746289661,130.44442602656,-44.83272499517,0.3648,0.0442,-5.359,0.049,2.414,0.053,16.752512,0.002817,1.31723,,,0.010457
Gaia EDR3 5522402978499783808,263.9635748125,-1.723417241,130.38572595745,-44.85868214021,0.3965,0.0855,-3.535,0.096,3.9,0.09,17.92056,0.003119,1.489018,,,0.028319
Gaia EDR3 5522402978502304384,263.9698247329,-1.7212803177,130.39351467719,-44.86230331054,0.2474,0.1578,-4.098,0.177,3.441,0.255,18.724813,0.003359,1.665354,,,0.054377
Gaia EDR3 5522403051523105280,263.9552329917,-1.7181611693,130.38436302693,-44.84887316552,0.3639,0.1514,-3.498,0.165,3.828,0.206,18.75032,0.003386,1.644909,,,0.051679
Gaia EDR3 5522403150298510848,263.9599388605,-1.6759812574,130.43539190733,-44.82669377755,0.7071,0.04,-3.829,0.042,3.866,0.044,16.250975,0.00283,1.206227,,,0.008852
Gaia EDR3 5522403184658266880,263.9381721622,-1.6853184731,130.40616854238,-44.81525287371,0.6499,0.0877,-4.315,0.092,2.995,0.097,17.850103,0.002992,1.545523,,,0.02086
Gaia EDR3 5522403188961943296,263.9467836107,-1.6859456319,130.4129197436,-44.82243289733,0.3432,0.1356,-3.987,0.142,3.735,0.167,17.573315,0.00364,1.803682,,,0.018893
Gaia EDR3 5522403322097198720,263.9708883551,-1.6657238066,130.45628365854,-44.82903062842,0.28,0.0835,-4.187,0.093,3.231,0.088,17.84684,0.002934,1.449806,,,0.021632
Gaia EDR3 5522403326400918144,263.9658046922,-1.6609797659,130.45716021896,-44.82210666582,0.364,0.0121,-4.22,0.013,3.853,0.013,13.591254,0.002765,0.634718,,,0.006659
Gaia EDR3 5522403356456965760,263.9575816502,-1.6462075692,130.46647203786,-44.80654569123,0.2698,0.1601,-3.803,0.175,3.492,0.187,18.899035,0.003374,2.332003,,,0.067807
Gaia EDR3 5522403360760654976,263.9592443356,-1.6510870454,130.46248480674,-44.81085491808,0.6618,0.0267,-3.689,0.03,3.345,0.029,15.762291,0.002775,1.290486,,,0.008061
Gaia EDR3 5522403459536190464,263.9566542576,-1.6355314665,130.47754017328,-44.79925423755,0.4834,0.139,-3.512,0.146,3.124,0.176,18.713015,0.003309,1.612864,,,0.0571
Gaia EDR3 5522403532555388928,263.9441633724,-1.6525063374,130.44785437483,-44.799831811,0.6548,0.159,-4.167,0.168,3.821,0.176,18.94291,0.00335,1.575676,,,0.0586
Gaia EDR3 5522403562615413760,263.9470205229,-1.6416128199,130.46244028584,-44.79539341076,0.3034,0.0906,-3.462,0.098,3.317,0.103,18.108156,0.003016,1.561819,,,0.032499
Gaia EDR3 5522403566915132416,263.9388680709,-1.6379959584,130.45940691118,-44.78674150329,0.3224,0.13,-4.07,0.14,3.939,0.169,18.431784,0.003276,1.551485,,,0.028602
Gaia EDR3 5522403566915151616,263.9469201075,-1.636435508,130.46810956015,-44.79213325599,0.6173,0.0859,-3.959,0.097,3.397,0.095,18.035608,0.003013,1.478033,,,0.029766
Gaia EDR3 5522403601278812288,263.9415194814,-1.650529279,130.44776536976,-44.79653194359,0.4326,0.0431,-4.087,0.045,2.333,0.047,16.605091,0.002807,1.382531,,,0.010419
Gaia EDR3 5522403631334924416,263.9252266106,-1.6369487443,130.44876986574,-44.77533850446,0.3718,0.0841,-4.478,0.093,3.108,0.091,17.94253,0.002975,1.480536,,,0.017825
Gaia EDR3 5522403871853027456,263.9236399367,-1.7144471207,130.36117853641,-44.82165710058,0.2371,0.1046,-4.302,0.11,2.435,0.142,18.22581,0.003029,1.579828,,,0.028774
Gaia EDR3 5522403906212785408,263.9173283339,-1.6971029021,130.37503073677,-44.80603475116,0.6463,0.1161,-4.409,0.121,3.016,0.153,18.344444,0.003135,1.575344,,,0.029349
Gaia EDR3 5522403940572529024,263.9269853666,-1.6765710246,130.40622721129,-44.80105594323,0.2496,0.1199,-3.962,0.124,3.966,0.162,18.34883,0.003124,1.499144,,,0.02845
Gaia EDR3 5522403979235916416,263.9197091799,-1.6671774098,130.41038543747,-44.78954809246,0.6607,0.0843,-5.115,0.092,3.597,0.09,17.90522,0.002955,1.453264,,,0.031406
Gaia EDR3 5522404013595648128,263.9136250064,-1.6764356266,130.39482679359,-44.79042971704,0.3676,0.0976,-4.837,0.105,3.196,0.112,17.46777,0.003094,1.386757,,,0.018563
Gaia EDR3 5522404013598480000,263.911865816,-1.6858804405,130.38279804217,-44.79483738105,0.4343,0.1606,-4.309,0.171,3.859,0.191,17.762066,0.003559,1.719608,,,0.018101
Gaia EDR3 5522404181095125120,263.884004892,-1.6902138677,130.35390500712,-44.77550341322,0.2615,0.1675,-3.574,0.179,3.853,0.218,18.892397,0.003426,1.705389,,,0.054625
Gaia EDR3 5522404185394323200,263.8846263088,-1.6883780596,130.35648420982,-44.77486798459,0.5173,0.0187,-4.338,0.02,3.142,0.021,15.008162,0.002766,0.957472,,,0.006883
Gaia EDR3 5522404219754072960,263.906940669,-1.6830575337,130.38168225277,-44.78921795905,0.3987,0.0427,-3.588,0.045,2.569,0.047,16.683609,0.002806,1.410097,,,0.009764
Gaia EDR3 5522404249810233216,263.8945074226,-1.6596968383,130.39692150471,-44.76506934587,0.4884,0.1038,-4.042,0.104,3.782,0.141,18.189661,0.00313,1.735781,,,0.024994
Gaia EDR3 5522404357193045632,263.9274516873,-1.6591607686,130.42599701935,-44.79073512261,0.4539,0.0167,-3.559,0.018,3.231,0.019,14.700565,0.002766,0.900386,,,0.006887
Gaia EDR3 5522404421608910080,263.9097367379,-1.6536146159,130.41684701966,-44.77335302522,0.325,0.0611,-3.927,0.068,3.054,0.066,17.402288,0.002865,1.383251,,,0.015371
Gaia EDR3 5522404455968677632,263.9039666512,-1.6333978836,130.43433296616,-44.75638691591,0.2601,0.0779,-3.906,0.077,3.326,0.08,17.769337,0.002935,1.37208,,,0.018627
Gaia EDR3 5522404460272456320,263.8986023415,-1.6339234504,130.42911187594,-44.7524777053,0.3844,0.0588,-5.35,0.06,3.847,0.061,17.292856,0.002851,1.370785,,,0.016282
Gaia EDR3 5522404528987786752,263.9122388693,-1.6035579467,130.47464004259,-44.74458049608,0.5759,0.1026,-3.461,0.101,3.344,0.126,18.185331,0.003052,1.530312,,,0.030171
Gaia EDR3 5522404559047540864,263.8952297083,-1.6285793509,130.43213572892,-44.74653522958,0.3134,0.1186,-3.684,0.123,3.475,0.156,18.237907,0.003231,1.558483,,,0.046771
Gaia EDR3 5522404559047924608,263.8936155487,-1.617792906,130.44272535903,-44.73863732653,0.657,0.1214,-4.248,0.124,2.582,0.156,18.439753,0.003227,1.763273,,,0.041691
Gaia EDR3 5522404563351467648,263.8972109841,-1.6284281925,130.43401617703,-44.74800543107,0.4456,0.0737,-4.998,0.075,3.364,0.082,15.764412,0.002827,1.174307,,,0.011461
Gaia EDR3 5522404597711207168,263.8894522184,-1.6093543077,130.44850094904,-44.73016996743,0.5984,0.0386,-5.024,0.041,3.846,0.042,16.530527,0.002823,1.38431,,,0.011692
Gaia EDR3 5522404632066915328,263.897707211,-1.6472093994,130.4135704708,-44.75992899198,0.4025,0.1877,-3.51,0.183,3.693,0.409,18.633957,0.00382,,,,
Gaia EDR3 5522404769509895040,263.8888486868,-1.6196352328,130.43655869563,-44.73600848637,0.439,0.1053,-3.808,0.108,3.954,0.139,18.247152,0.003133,1.565468,,,0.038009
Gaia EDR3 5522404769509896064,263.8893936649,-1.6175943427,130.43929701881,-44.73518496527,0.4145,0.0383,-4.563,0.039,2.034,0.039,16.431126,0.002797,1.175473,,,0.01074
Gaia EDR3 5522404872589105792,263.8693860453,-1.5986155257,130.44308770288,-44.70774538468,0.2822,0.0525,-4.93,0.056,3.888,0.057,17.119328,0.00284,1.437735,,,0.013598
Gaia EDR3 5522404906948896768,263.9619516114,-1.6089921025,130.51162499839,-44.78711767388,0.5738,0.1086,-3.602,0.106,3.746,0.119,16.292854,0.003484,1.259164,,,0.008932
Gaia EDR3 5522405113107326080,263.9418393915,-1.5741221874,130.53294141874,-44.74982063237,0.2803,0.0739,-4.465,0.077,3.109,0.076,17.694546,0.002904,1.945583,,,0.023235
Gaia EDR3 5522405113107330048,263.944025983,-1.5647734939,130.54521286213,-44.74579338953,0.5005,0.0144,-4.297,0.015,3.063,0.016,13.320152,0.002762,0.670085,,,0.006676
Gaia EDR3 5522405280602425216,263.9224087256,-1.5833104404,130.50592305749,-44.74015402631,0.4911,0.0419,-4.92,0.043,3.365,0.046,16.571083,0.002824,1.345599,,,0.010759
Gaia EDR3 5522405383681675904,263.9088104372,-1.5679334315,130.51122914618,-44.71997938579,0.5503,0.133,-4.786,0.129,3.232,0.172,18.633478,0.003186,1.608007,,,0.043246
Gaia EDR3 5522405486760880768,263.9469839309,-1.5265515206,130.59018519088,-44.72460235403,0.2813,0.0907,-3.818,0.089,3.097,0.096,17.117874,0.003568,2.882475,,,0.024314
Gaia EDR3 5522405486760881024,263.944128833,-1.5273984868,130.58677294286,-44.72287455512,0.2506,0.1507,-3.652,0.135,3.022,0.179,18.642185,0.003382,1.607239,,,0.046127
Gaia EDR3 5522405731582616064,263.9222022821,-1.53719056,130.55692774371,-44.7116250677,0.2972,0.029,-3.484,0.028,3.837,0.033,15.917253,0.002785,1.206721,,,0.013483
