EDR3Name,GLON,GLAT,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,RVDR2,e_RVDR2,e_BP-RP
Gaia EDR3 5522207712106559744,264.2776727007,-1.5432463396,130.85932386584,-44.99508454559,0.3086,0.1663,-5.401,0.162,5.112,0.217,18.831575,0.003509,1.743671,,,0.057587
Gaia EDR3 5522207815185758720,264.2675283053,-1.5882518646,130.80041123804,-45.01491591916,0.2369,0.1548,-5.843,0.151,4.824,0.216,18.711687,0.003411,1.871182,,,0.069838
Gaia EDR3 5522207888212198144,264.2475242765,-1.5828176122,130.78899340456,-44.99583150991,0.4284,0.0303,-4.663,0.033,4.676,0.034,15.973323,0.002835,1.176559,,,0.008806
Gaia EDR3 5522207918265003008,264.242192912,-1.5687758799,130.79995749271,-44.98296899277,0.3329,0.1129,-5.259,0.113,5.334,0.149,18.282122,0.003103,1.908398,,,0.041239
Gaia EDR3 5522207918265003136,264.2406750626,-1.5672307376,130.80035099214,-44.9808214042,0.3386,0.1352,-4.481,0.137,5.902,0.176,18.504883,0.003271,2.551891,,,0.059165
Gaia EDR3 5522207956922541952,264.2567144735,-1.5508951705,130.8325148259,-44.98334001043,0.3462,0.1345,-4.851,0.129,5.256,0.181,18.342344,0.003382,,,,
Gaia EDR3 5522208021349181312,264.2346254532,-1.5465663613,130.81804389121,-44.96330240792,0.265,0.1129,-4.63,0.111,4.185,0.15,18.186771,0.003123,1.700779,,,0.030952
Gaia EDR3 5522208094370601984,264.2511915369,-1.6318500688,130.73762174547,-45.02897766933,0.2778,0.1466,-5.995,0.15,4.501,0.204,18.55117,0.003361,1.74394,,,0.05675
Gaia EDR3 5522208094370602624,264.2509805526,-1.6301933623,130.7392824839,-45.02778960571,0.2607,0.1501,-4.598,0.153,4.623,0.206,18.580496,0.003284,1.710287,,,0.046714
Gaia EDR3 5522208128721011584,264.2474985796,-1.626735734,130.74009435781,-45.02291720799,0.5621,0.0416,-6.136,0.049,5.186,0.045,16.351519,0.003089,1.133063,,,0.069325
Gaia EDR3 5522208128730334336,264.2423602271,-1.6263616268,130.7360279692,-45.01864408392,0.3038,0.0171,-5.879,0.019,4.991,0.019,14.423718,0.002776,2.175716,,,0.007091
Gaia EDR3 5522208266169305472,264.2430169306,-1.5969278716,130.76936180846,-45.00099769826,0.4761,0.0616,-5.742,0.063,5.926,0.072,17.1753,0.002988,1.406675,,,0.018325
Gaia EDR3 5522208300529018752,264.2267575125,-1.6095243328,130.74116063833,-44.9959818618,0.345,0.04,-4.858,0.041,5.301,0.043,16.428286,0.002807,1.327524,,,0.010744
Gaia EDR3 5522208334888764032,264.2207720692,-1.5859553315,130.7621630675,-44.97672986308,0.2899,0.045,-5.551,0.048,5.05,0.051,16.648207,0.002831,1.903327,,,0.012489
Gaia EDR3 5522208433660841984,264.2055952893,-1.6320726331,130.69761299173,-44.99323775664,0.2577,0.1269,-4.502,0.126,4.068,0.162,18.39649,0.003209,1.576441,,,0.041881
Gaia EDR3 5522208472327675264,264.1963348728,-1.6120917805,130.71178222885,-44.97362961077,0.5583,0.0704,-4.908,0.073,4.629,0.077,17.510082,0.002974,1.623001,,,0.021995
Gaia EDR3 5522208506687436032,264.2092988076,-1.5972116313,130.73963747688,-44.9746509041,0.5259,0.0266,-6.198,0.029,4.917,0.031,14.951936,0.002792,1.335524,,,0.008305
Gaia EDR3 5522208575406893568,264.1931672803,-1.6008153318,130.7215682924,-44.96418246513,0.2507,0.0253,-4.696,0.027,5.515,0.032,15.301111,0.002815,3.30193,,,0.012338
Gaia EDR3 5522208609766643200,264.1997718882,-1.5938482197,130.73507440891,-44.96508102321,0.4578,0.0133,-5.762,0.014,5.339,0.015,13.913351,0.002778,1.834946,,,0.007078
Gaia EDR3 5522208644126431488,264.2389725455,-1.5824404113,130.78195004688,-44.98887395749,0.3909,0.0185,-4.543,0.02,5.07,0.021,14.841072,0.002765,0.952585,,,0.006894
Gaia EDR3 5522208678486175616,264.2335241044,-1.5621571509,130.7997519149,-44.97206584803,0.6182,0.0542,-4.501,0.056,4.326,0.061,16.747252,0.00303,1.618505,,,0.010218
Gaia EDR3 5522208777258487424,264.2246176863,-1.5440682,130.81208752607,-44.9538918505,0.6447,0.1718,-5.984,0.172,5.805,0.225,18.88804,0.003546,1.680016,,,0.046628
Gaia EDR3 5522208781565383936,264.2168647407,-1.5424974795,130.80706933044,-44.94682652908,0.215,0.0497,-4.62,0.052,5.773,0.059,15.224869,0.002832,1.209305,,,0.00724
Gaia EDR3 5522208850285257088,264.211312101,-1.5463030387,130.79799718474,-44.94481110098,0.6976,0.22,-5.228,0.24,5.073,0.344,18.885536,0.006646,1.809164,,,0.230467
Gaia EDR3 5522208884644597504,264.2107535765,-1.5331464737,130.81212852188,-44.93624650473,0.4612,0.1292,-5.447,0.126,5.087,0.163,18.410746,0.003164,1.66444,,,0.035499
Gaia EDR3 5522208983416696320,264.1973808522,-1.5739700876,130.75509668905,-44.95093488725,0.3046,0.1173,-4.781,0.121,5.684,0.154,18.288282,0.003188,1.919188,,,0.041504
Gaia EDR3 5522208987723772032,264.1913929044,-1.5678037015,130.75673304493,-44.94241951479,0.236,0.0339,-5.808,0.037,5.664,0.04,16.146063,0.002792,1.691841,,,0.008995
Gaia EDR3 5522209022074126208,264.1865905125,-1.5507793796,130.77146909925,-44.92813482078,0.3452,0.0537,-4.513,0.057,4.594,0.063,16.971972,0.002864,1.508127,,,0.011459
Gaia EDR3 5522209223934736384,264.2227542535,-1.7355292641,130.59725311806,-45.07048413325,0.3916,0.0978,-5.447,0.103,5.039,0.099,18.00297,0.003035,1.703037,,,0.028757
Gaia EDR3 5522209228241866240,264.215411244,-1.7337462756,130.59284580491,-45.06360227641,0.5795,0.064,-6.038,0.07,5.582,0.063,17.358204,0.003071,1.990358,,,0.026667
Gaia EDR3 5522209258294478592,264.2122228564,-1.7441600801,130.57844787093,-45.06749980073,0.5564,0.1542,-5.425,0.155,4.992,0.198,18.658094,0.003591,2.041655,,,0.039323
Gaia EDR3 5522209327013975936,264.210325062,-1.711941374,130.61273906523,-45.04617219298,0.4126,0.187,-5.396,0.19,5.007,0.194,18.930431,0.003833,2.03305,,,0.057849
Gaia EDR3 5522209331321089536,264.2160010028,-1.7204224548,130.60822409195,-45.05586455087,0.4772,0.0218,-5.366,0.025,4.97,0.022,15.174312,0.002775,0.996839,,,0.007117
Gaia EDR3 5522209400040553472,264.2055414295,-1.72361937,130.59554734394,-45.04959381968,0.3577,0.0653,-4.424,0.071,4.283,0.065,17.385853,0.002881,1.620899,,,0.031014
Gaia EDR3 5522209430093222016,264.191370599,-1.6968120057,130.61310051022,-45.02192788669,0.4166,0.0682,-5.331,0.072,5.255,0.067,17.423159,0.002965,1.661259,,,0.022519
Gaia EDR3 5522209434400298752,264.2016059323,-1.7032702213,130.61481383177,-45.03396583042,0.5212,0.0305,-5.349,0.034,5.005,0.031,15.936174,0.002783,1.238007,,,0.008271
Gaia EDR3 5522209434400302720,264.2027136513,-1.6974532649,130.62226399253,-45.03125620184,0.4541,0.0331,-5.43,0.036,5.269,0.034,16.006062,0.002787,1.265392,,,0.009466
Gaia EDR3 5522209468760013696,264.1991599458,-1.7425609679,130.56885753432,-45.05622368057,0.3766,0.0265,-4.371,0.03,5.619,0.027,15.647601,0.002777,1.229753,,,0.007419
Gaia EDR3 5522209571839211136,264.1738443355,-1.7295619083,130.56132601955,-45.02827824377,0.5019,0.0937,-6.1,0.098,5.895,0.096,17.95535,0.002994,1.572014,,,0.019921
Gaia EDR3 5522209606198977152,264.1957217663,-1.7169716773,130.59441098203,-45.03776647731,0.4643,0.0117,-5.259,0.013,5.133,0.012,11.784746,0.002765,0.512828,,,0.006666
Gaia EDR3 5522209606199436800,264.18416587,-1.7105161217,130.59154933159,-45.02468964873,0.4873,0.012,-5.309,0.013,5.052,0.012,12.819217,0.002762,0.550578,,,0.006641
Gaia EDR3 5522209636251652096,264.1865125162,-1.7001376534,130.60516334306,-45.02014912638,0.5072,0.0618,-5.143,0.07,5.176,0.063,17.154314,0.002936,1.492971,,,0.020772
Gaia EDR3 5522209636251661568,264.1850476568,-1.6935003302,130.61128675934,-45.01490876862,0.3894,0.0793,-5.404,0.085,4.845,0.091,17.70963,0.003271,1.600254,,,0.044152
Gaia EDR3 5522209640549048320,264.1846151746,-1.694116025,130.61022395915,-45.01494723414,0.5684,0.0721,-4.665,0.078,5.483,0.084,17.48608,0.002929,1.551285,,,0.02395
Gaia EDR3 5522209640558708736,264.18011644,-1.6986223522,130.60128452091,-45.01417821128,0.3384,0.1424,-5.152,0.143,4.748,0.183,18.355953,0.003275,1.595438,,,0.040065
Gaia EDR3 5522209640558709632,264.1829533985,-1.7024835423,130.59944968401,-45.01878990184,0.4582,0.0443,-5.196,0.048,5.053,0.044,16.63928,0.002812,1.424698,,,0.013124
Gaia EDR3 5522209640558713344,264.1829087613,-1.6976596611,130.60478837851,-45.01578497405,0.4385,0.0188,-5.33,0.02,5.01,0.021,14.785308,0.002765,0.931754,,,0.007088
Gaia EDR3 5522209640558713984,264.1819433495,-1.6943547352,130.6076318734,-45.01298979301,0.5229,0.0132,-5.351,0.015,5.184,0.014,12.820863,0.002768,0.6399,,,0.006757
Gaia EDR3 5522209640558715392,264.1842460491,-1.6954151528,130.60845451569,-45.01545638376,0.2681,0.0622,-4.511,0.067,4.436,0.071,17.11092,0.002871,1.520929,,,0.019558
Gaia EDR3 5522209640558717952,264.1892084025,-1.6997035563,130.60799442381,-45.02200527474,0.4634,0.0119,-5.041,0.014,5.1,0.013,11.717048,0.002991,0.74334,,,0.009853
Gaia EDR3 5522209670611393920,264.1690599373,-1.7165062014,130.57172350094,-45.01647529223,0.5141,0.1174,-4.68,0.123,4.929,0.143,18.29224,0.00322,1.998781,,,0.040349
Gaia EDR3 5522209704971148928,264.1669503013,-1.6971611292,130.59145456071,-45.00290742829,0.5479,0.1601,-5.431,0.152,5.041,0.182,18.620161,0.004217,1.816011,,,0.067118
Gaia EDR3 5522209709278177664,264.1694215623,-1.6962561386,130.59461375892,-45.004297085,0.5314,0.0597,-5.387,0.063,5.06,0.057,17.155313,0.002951,1.408608,,,0.015332
Gaia EDR3 5522209743637961728,264.2078938175,-1.6871371102,130.6382761909,-45.02898171387,0.5415,0.0448,-4.563,0.052,5.268,0.043,16.589403,0.002826,1.566946,,,0.009896
Gaia EDR3 5522209777988144640,264.2067881754,-1.6766920074,130.64895399184,-45.02167662984,0.5661,0.162,-5.965,0.175,4.851,0.201,18.72531,0.003538,1.541523,,,0.058701
Gaia EDR3 5522209777997702784,264.1999693897,-1.6682694906,130.65239837057,-45.01111885818,0.4453,0.0511,-5.372,0.057,5.149,0.049,16.875195,0.002999,1.342983,,,0.015444
Gaia EDR3 5522209777997704576,264.2013416587,-1.6677238604,130.65420171284,-45.0118630823,0.3271,0.0401,-5.39,0.046,5.062,0.04,16.447699,0.002809,1.279061,,,0.012544
Gaia EDR3 5522209777997707776,264.2080722095,-1.67535584,130.65156167612,-45.02186438404,0.4502,0.0114,-5.288,0.013,5.024,0.012,13.340186,0.002776,0.558772,,,0.006671
Gaia EDR3 5522209812357423232,264.1979318099,-1.6925037495,130.62361673825,-45.02444227248,0.3443,0.0866,-5.576,0.093,5.175,0.084,17.812187,0.003132,1.721653,,,0.025609
Gaia EDR3 5522209812357426560,264.1988061689,-1.68808579,130.62930270155,-45.02240995001,0.4792,0.0232,-5.245,0.026,5.044,0.024,15.348967,0.00277,1.038657,,,0.007411
Gaia EDR3 5522209842415261312,264.1925699224,-1.6693752627,130.64472121197,-45.00597416953,0.4849,0.0184,-5.224,0.02,5.186,0.018,12.74031,0.002762,0.530474,,,0.006679
Gaia EDR3 5522209846707579136,264.1947094101,-1.6705705148,130.64525297624,-45.0083950777,0.5579,0.0304,-5.187,0.035,5.232,0.031,15.792707,0.002785,1.117645,,,0.010244
Gaia EDR3 5522209846717161984,264.1881110989,-1.6732076518,130.63656830609,-45.00482407014,0.4525,0.0537,-5.328,0.059,5.101,0.055,16.948467,0.002999,1.342888,,,0.014597
Gaia EDR3 5522209846717163776,264.1856363461,-1.6648024848,130.64377709612,-44.99769779091,0.4764,0.0202,-4.943,0.024,5.193,0.02,14.976214,0.002771,0.850111,,,0.007202
Gaia EDR3 5522209846717164672,264.1899706798,-1.6716390183,130.63993540981,-45.00532208299,0.3902,0.0406,-5.384,0.046,5.004,0.04,16.406841,0.002906,1.38385,,,0.013439
Gaia EDR3 5522209846717168256,264.1926740612,-1.6708204789,130.64320176544,-45.00694647965,0.4994,0.0133,-5.3,0.015,5.093,0.014,11.580975,0.002777,0.383899,,,0.006706
Gaia EDR3 5522209846717171456,264.1963051927,-1.6723403578,130.64467099604,-45.01074186399,0.4745,0.0149,-5.988,0.018,4.718,0.015,14.210509,0.002774,0.64254,,,0.006813
Gaia EDR3 5522209881076922496,264.201122592,-1.6628797593,130.65940749089,-45.00870585768,0.3719,0.0465,-5.368,0.05,5.126,0.051,16.669708,0.003048,1.312728,,,0.012684
Gaia EDR3 5522209881076925312,264.2012729795,-1.658359927,130.66457336905,-45.00603906811,0.4198,0.0271,-4.515,0.031,4.032,0.028,15.755139,0.002783,1.024717,,,0.008364
Gaia EDR3 5522209881076925440,264.2037046325,-1.6634609777,130.66100951809,-45.0110967425,0.3941,0.1041,-5.179,0.114,5.069,0.127,18.069923,0.003315,1.639269,,,0.04059
Gaia EDR3 5522209881078335104,264.1996458984,-1.6565743964,130.66514469108,-45.00365786665,0.6796,0.2006,-5.876,0.23,4.555,0.212,14.025631,0.003128,0.775467,,,0.007161
Gaia EDR3 5522209911129590784,264.1965610687,-1.6511750994,130.66847082576,-44.99790206778,0.4412,0.0191,-5.373,0.02,5.1,0.019,14.91984,0.002766,0.785192,,,0.006987
Gaia EDR3 5522209915436672000,264.1984374244,-1.6394370826,130.68317649623,-44.99214431717,0.4284,0.062,-5.365,0.064,5.249,0.067,17.18163,0.00341,1.495399,,,0.020989
Gaia EDR3 5522209945489004288,264.1906605803,-1.6544986958,130.65962951818,-44.99530512782,0.4645,0.0773,-5.138,0.081,4.842,0.074,17.54288,0.003331,1.498592,,,0.024458
Gaia EDR3 5522209949796383744,264.1888497717,-1.6624822096,130.64916016228,-44.99879846839,0.466,0.0171,-5.093,0.021,4.986,0.018,13.997619,0.002766,0.770719,,,0.006763
Gaia EDR3 5522209949796387840,264.1916714101,-1.6623217543,130.651796365,-45.00092117639,0.4817,0.0794,-5.349,0.104,4.877,0.078,17.596285,0.003313,1.57011,,,0.025758
Gaia EDR3 5522209979849078912,264.1859303355,-1.6383063882,130.67354005906,-44.9816026826,0.2727,0.1698,-5.788,0.163,5.946,0.207,18.719715,0.003453,1.802067,,,0.063374
Gaia EDR3 5522209979854257920,264.1838073589,-1.6451130058,130.6641126387,-44.9841263042,0.4422,0.0338,-5.351,0.036,5.012,0.034,15.852996,0.002784,1.173755,,,0.008258
Gaia EDR3 5522209984156123904,264.1759162829,-1.6350817847,130.66840877692,-44.97173243646,0.4572,0.016,-5.254,0.017,4.914,0.018,14.31006,0.00277,0.847502,,,0.010775
Gaia EDR3 5522209984156125184,264.182422526,-1.6457578239,130.66218863321,-44.983433466,0.4571,0.0118,-5.251,0.013,5.006,0.012,13.535555,0.002766,0.597934,,,0.006683
Gaia EDR3 5522209984156125312,264.1791305836,-1.6394993429,130.66628998872,-44.97698519522,0.5161,0.0133,-5.306,0.014,5.147,0.014,12.907587,0.002857,0.58611,,,0.007794
Gaia EDR3 5522209984157544192,264.1748417586,-1.6409144616,130.66097995825,-44.97448092748,0.5863,0.0172,-5.425,0.019,4.126,0.018,11.637235,0.002767,0.57362,,,0.006636
Gaia EDR3 5522210014208615680,264.1741307677,-1.6791987773,130.61772126979,-44.9975043814,0.4919,0.0118,-5.194,0.013,5.132,0.012,12.776796,0.002771,0.642201,,,0.006835
Gaia EDR3 5522210014208785024,264.1829066176,-1.6852498648,130.61861810377,-45.00814217789,0.4562,0.1021,-5.578,0.116,4.964,0.102,17.679504,0.003274,1.711182,,,0.022617
Gaia EDR3 5522210018515833344,264.1731254327,-1.6813566049,130.61444184781,-44.99804134228,0.4569,0.0716,-5.322,0.078,4.81,0.079,17.284187,0.003109,1.502825,,,0.017975
Gaia EDR3 5522210018515837696,264.1813045546,-1.6891144781,130.61291639978,-45.00926014012,0.5079,0.0284,-5.151,0.034,4.769,0.03,15.727463,0.002784,1.15895,,,0.009252
Gaia EDR3 5522210018515842048,264.1799006201,-1.6792517845,130.62268497641,-45.00208107646,0.4807,0.0325,-5.396,0.036,4.939,0.032,16.03699,0.002788,1.27441,,,0.008625
Gaia EDR3 5522210018515846400,264.1843267075,-1.6789121341,130.62691696515,-45.00535752127,0.4003,0.0554,-5.378,0.058,5.144,0.053,16.99903,0.002997,1.380848,,,0.014582
Gaia EDR3 5522210048568534912,264.1778457369,-1.6769593459,130.62345034821,-44.99905100927,0.518,0.1205,-5.503,0.125,4.598,0.144,18.297934,0.004384,1.788069,,,0.036905
Gaia EDR3 5522210048568536576,264.182122569,-1.6704787009,130.63439412138,-44.9984275295,0.4774,0.0649,-5.475,0.074,5.095,0.064,17.339027,0.003441,1.470468,,,0.041241
Gaia EDR3 5522210048568542208,264.1721630471,-1.6751865487,130.6204787721,-44.99348392392,0.3952,0.1687,-5.787,0.182,5.25,0.212,18.7092,0.003703,2.365362,,,0.063022
Gaia EDR3 5522210052865934336,264.1761657521,-1.6670498235,130.63302767961,-44.99162480707,0.3922,0.17,-5.214,0.172,5.356,0.186,18.884771,0.004282,1.82863,,,0.226877
Gaia EDR3 5522210052875575168,264.1715285609,-1.6731324479,130.62221493883,-44.9917192617,0.5923,0.0653,-4.742,0.068,5.026,0.066,17.313814,0.002978,1.729313,,,0.016368
Gaia EDR3 5522210052875579264,264.1751822107,-1.6725974237,130.62599139997,-44.99426709566,0.456,0.0202,-5.342,0.022,5.094,0.02,14.983955,0.002772,0.827336,,,0.007104
Gaia EDR3 5522210052875583616,264.1766321152,-1.6666641383,130.63386331799,-44.99175448586,0.4966,0.0503,-5.355,0.053,4.974,0.049,16.834503,0.00298,1.335903,,,0.014678
Gaia EDR3 5522210087235298304,264.158449482,-1.6782064548,130.6051798839,-44.98454256915,0.4864,0.0525,-5.203,0.054,5.064,0.053,16.836239,0.003146,1.282709,,,0.014956
Gaia EDR3 5522210087235298816,264.1627323555,-1.6851733266,130.60114405614,-44.99220528746,0.4718,0.0112,-5.204,0.013,5.148,0.011,12.550808,0.00276,0.491917,,,0.006639
Gaia EDR3 5522210087235301760,264.1649526882,-1.6827615518,130.60576351397,-44.99246934961,0.5748,0.0253,-4.387,0.03,4.676,0.025,12.149947,0.00277,1.498056,21.93,0.85,0.006672
Gaia EDR3 5522210121595040384,264.1550762457,-1.6633372453,130.61880775402,-44.97273012777,0.3789,0.0256,-5.728,0.027,5.086,0.027,15.561034,0.002778,1.232588,,,0.007633
Gaia EDR3 5522210121595044864,264.165592886,-1.6733927716,130.61675875164,-44.98720489574,0.4916,0.0169,-5.362,0.018,5.063,0.017,14.540163,0.002775,0.67844,,,0.006869
Gaia EDR3 5522210121595047680,264.1634068149,-1.6635629624,130.62580566882,-44.97942975474,0.4615,0.0158,-5.219,0.018,5.134,0.016,12.944297,0.002768,0.515121,,,0.006644
Gaia EDR3 5522210155945160192,264.1756818364,-1.6614731914,130.63881805484,-44.98780871452,0.503,0.1187,-5.325,0.12,4.649,0.144,18.293957,0.003455,1.698053,,,0.043381
Gaia EDR3 5522210155954802688,264.1788144808,-1.6632069898,130.63961426993,-44.99134342315,0.51,0.0573,-5.311,0.066,4.995,0.059,14.460547,0.002874,0.755501,,,0.006955
Gaia EDR3 5522210186007529600,264.1647568601,-1.6367597678,130.65682507332,-44.96398127662,0.3651,0.0423,-5.417,0.042,5.478,0.04,16.460178,0.002801,1.33263,,,0.011301
Gaia EDR3 5522210190304896384,264.161809917,-1.6361960129,130.65488737446,-44.96131380139,0.3565,0.1513,-5.999,0.148,5.953,0.173,18.526197,0.003253,1.648897,,,0.068045
Gaia EDR3 5522210190314536064,264.1601196403,-1.6372058977,130.65229200766,-44.96060526922,0.4917,0.0469,-5.371,0.047,5.149,0.042,16.57803,0.002852,1.327885,,,0.011141
Gaia EDR3 5522210190314543872,264.1665783686,-1.635595119,130.65970716352,-44.96469765874,0.4367,0.0171,-5.29,0.018,5.154,0.017,14.19836,0.002765,0.758209,,,0.006764
Gaia EDR3 5522210224674262912,264.1594369752,-1.6557866867,130.63101101477,-44.97151410832,0.515,0.0248,-5.082,0.026,4.717,0.026,15.318179,0.002769,0.963702,,,0.007591
Gaia EDR3 5522210224674267136,264.1596760184,-1.6498011369,130.63788393179,-44.96801546869,0.4465,0.0148,-5.283,0.016,5.177,0.016,14.236392,0.002769,0.639997,,,0.007046
Gaia EDR3 5522210254727025024,264.1458324356,-1.6348045268,130.6425316432,-44.94787671945,0.2876,0.0899,-4.443,0.092,5.757,0.097,17.955784,0.002976,1.683878,,,0.02533
Gaia EDR3 5522210254732164608,264.1599812344,-1.6409744016,130.6479765532,-44.96281812795,0.3359,0.1732,-5.496,0.169,5.034,0.201,18.813858,0.003951,1.96555,,,0.071462
Gaia EDR3 5522210259034004864,264.1554280541,-1.64316081,130.64157992393,-44.9605800431,0.5156,0.0335,-4.602,0.037,4.738,0.037,16.080204,0.002788,1.233571,,,0.008087
Gaia EDR3 5522210293393706752,264.1634326779,-1.7345903822,130.54665902434,-45.02316694917,0.4534,0.0482,-5.513,0.051,5.195,0.052,16.366413,0.002832,1.248067,,,0.009553
Gaia EDR3 5522210323446425088,264.1581453354,-1.727673704,130.54977477594,-45.01474553758,0.427,0.096,-4.461,0.102,4.488,0.109,18.013996,0.002978,1.590572,,,0.023261
Gaia EDR3 5522210327753941120,264.1626227562,-1.721260507,130.56082151894,-45.01432848469,0.5528,0.0445,-5.233,0.047,5.12,0.044,16.614368,0.002975,1.277425,,,0.012041
Gaia EDR3 5522210362113177088,264.1520430683,-1.7353019745,130.53595961468,-45.01462822937,0.3639,0.0339,-5.059,0.041,5.466,0.035,16.015257,0.002793,1.403807,,,0.00822
Gaia EDR3 5522210396468322048,264.1525060015,-1.7280876758,130.54440855915,-45.01055593586,0.4816,0.0696,-5.183,0.075,5.115,0.068,17.075214,0.003305,,,,
Gaia EDR3 5522210396472914304,264.1473844766,-1.7274329816,130.54068514192,-45.0061169161,0.5474,0.0168,-5.445,0.019,5.252,0.018,14.493178,0.002767,0.772922,,,0.006921
Gaia EDR3 5522210426525476480,264.1530890445,-1.7091526743,130.56602867833,-44.99936667234,0.527,0.013,-5.229,0.015,4.621,0.013,13.756852,0.002764,0.71782,,,0.00672
Gaia EDR3 5522210460885403776,264.1548294065,-1.6990780257,130.5787725681,-44.99453834724,0.2132,0.1148,-4.339,0.127,4.694,0.137,18.206785,0.003104,1.52552,,,0.027275
Gaia EDR3 5522210499552134656,264.143106617,-1.7032612294,130.56391444316,-44.98787606103,0.5227,0.0496,-5.2,0.052,5.072,0.052,16.723743,0.003437,1.310219,,,0.018591
Gaia EDR3 5522210533902092032,264.1354571461,-1.6946033548,130.5669120685,-44.97652149829,0.3859,0.0614,-5.961,0.063,5.491,0.06,17.186813,0.002878,1.349625,,,0.01415
Gaia EDR3 5522210533911873408,264.1426443359,-1.7010921272,130.56593007091,-44.98617717259,0.3208,0.0857,-5.156,0.096,5.911,0.083,17.623655,0.002915,1.469103,,,0.016471
Gaia EDR3 5522210533911877376,264.1427484762,-1.6909903779,130.57727824317,-44.98004302988,0.3141,0.0396,-4.522,0.04,5.536,0.04,16.359173,0.002816,1.36945,,,0.00934
Gaia EDR3 5522210568271603200,264.1485050114,-1.7455223642,130.52148208782,-45.01812439625,0.6003,0.0706,-6.145,0.08,5.367,0.069,17.493723,0.002908,1.520241,,,0.015792
Gaia EDR3 5522210671350813696,264.1168299271,-1.7279072106,130.51359954693,-44.98232473038,0.4006,0.0427,-4.583,0.046,4.28,0.045,16.509212,0.002807,1.277701,,,0.009984
Gaia EDR3 5522210774430029952,264.1127342488,-1.7023577164,130.53852105625,-44.96338532289,0.2748,0.028,-5.394,0.031,5.123,0.029,15.654363,0.002781,1.337715,,,0.008225
Gaia EDR3 5522210804482825216,264.1176287407,-1.6932722571,130.55289797372,-44.96165399246,0.4888,0.1212,-5.419,0.12,5.738,0.146,18.206728,0.003142,1.62982,,,0.038792
Gaia EDR3 5522210808789771008,264.1202826107,-1.6962765613,130.55185684694,-44.96559354171,0.455,0.0484,-5.228,0.047,5.122,0.047,16.694124,0.002864,1.283964,,,0.011406
Gaia EDR3 5522210838842548352,264.1458863178,-1.6829713272,130.58894219555,-44.97757960024,0.3483,0.0713,-5.747,0.074,4.353,0.072,17.541723,0.0029,1.547373,,,0.015155
Gaia EDR3 5522210843149529344,264.1482159696,-1.6840675708,130.58974712901,-44.98008960919,0.5523,0.0508,-6.019,0.052,5.331,0.052,16.841068,0.002824,1.379723,,,0.011719
Gaia EDR3 5522210843149535232,264.1494448443,-1.6747016577,130.60125029426,-44.97529208515,0.4684,0.0366,-5.286,0.038,5.163,0.036,16.237083,0.002791,1.152959,,,0.008962
Gaia EDR3 5522210843149536384,264.1560530056,-1.6852846067,130.59520856119,-44.98701240061,0.3357,0.0341,-4.853,0.038,4.575,0.034,16.107744,0.002793,1.474446,,,0.008371
Gaia EDR3 5522210911869001600,264.138501709,-1.6773688747,130.58876114716,-44.96831371459,0.4705,0.0182,-5.276,0.019,5.023,0.018,14.673822,0.002771,0.708984,,,0.00688
Gaia EDR3 5522210941921784448,264.1306075637,-1.6673751844,130.59302762417,-44.95594339307,0.3237,0.1252,-5.824,0.131,5.478,0.155,18.358871,0.003129,1.70248,,,0.033906
Gaia EDR3 5522210946228741504,264.1320000782,-1.6615001456,130.60078088526,-44.95342357801,0.4905,0.0409,-4.793,0.043,4.763,0.04,16.4451,0.002815,1.260087,,,0.00911
Gaia EDR3 5522210976281286144,264.1499985105,-1.6522445886,130.62674214303,-44.96189981518,0.4547,0.0128,-5.307,0.014,5.134,0.013,11.869059,0.00276,0.386629,,,0.006646
Gaia EDR3 5522210976281513088,264.148899762,-1.6577413041,130.61966569569,-44.96441971024,0.6981,0.0867,-4.38,0.09,5.574,0.084,17.674812,0.00293,1.455254,,,0.048703
Gaia EDR3 5522210980578782848,264.1483895348,-1.6574179813,130.61958183323,-44.96381876874,0.3855,0.1099,-4.752,0.112,5.316,0.115,18.038599,0.00306,1.520748,,,0.059503
Gaia EDR3 5522210980588498816,264.1497288195,-1.6547016474,130.62377168658,-44.96320067546,0.4325,0.0165,-5.289,0.017,5.138,0.017,14.373734,0.002772,0.610287,,,0.006923
Gaia EDR3 5522211010641272832,264.1368184338,-1.6419787404,130.62670478479,-44.94519778416,0.494,0.1721,-4.857,0.177,4.116,0.185,18.88622,0.003518,1.972618,,,0.063285
Gaia EDR3 5522211014948240128,264.1402434797,-1.631060172,130.64183627849,-44.94116933384,0.4804,0.0155,-5.268,0.016,5.014,0.015,14.205287,0.002765,0.691313,,,0.006787
Gaia EDR3 5522211083667697408,264.1262159106,-1.6429421349,130.6164115205,-44.93744116629,0.404,0.0553,-4.784,0.057,5.845,0.054,17.033424,0.002847,1.396074,,,0.011882
Gaia EDR3 5522211083667703936,264.1332246224,-1.6437686195,130.62158667075,-44.94346991369,0.4699,0.0249,-5.223,0.025,5.056,0.025,15.477645,0.002777,1.004149,,,0.007393
Gaia EDR3 5522211113720469248,264.1259712406,-1.6852109577,130.56913029404,-44.96326787907,0.5303,0.0865,-5.357,0.089,5.083,0.086,17.845129,0.00298,1.562244,,,0.024963
